"TIA","Albania","AV INTERNATIONAL-A/AV INTERNATIONAL/","1","3.35834","**Perflight Fees are not included.  HOOK-UP FEE: 10** **Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","1) Hours of Operation: From 07:00 to 23:00 Monday to Sunday (Except holidays) & On call 24 /7 2) Ramps serviced: All ramps. 3) Additional Information: Below fees may apply: Refuelling outside Operating schedule time Refuelling on Official Bank Holiday Refuelling below 1.000 Liter No fuel charge (In case no refuel outside operating hours request or in case the operators goes underwing to the operator request) Refuelling with passengers during embarking, disembarking, on board. Excise and Carbon Tax VAT for Domestic flights. For more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-Dec-25"
"BFS","United Kingdom","NORTH AIR (EUR/M3)-A/WORLD FUEL SERVICES AVIATION LTD/","1","2.89928","**Perflight Fees are not included.  ATTENDANCE FEE: 65.50903** **Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","1) Operating Hours: 24/7 Operation. 2) Ramps serviced: Can only fuel on Main apron. 3) Additional Information: If applicable. No Fuel fees may apply. U.K VAT is based on a scale, Up to 2300 Litres 5%, 2300 Litres and above 20% ** Customers are responsible for declaring/paying Airport Fuel Duty/Levy Fee to the HMRC if they use the purchase of fuel for private/pleasure flying . The ITP agent can supply aircraft at RAF Aldergrove, however, because of where this is situated to the main apron, supply can only be made within the hours of 0700 to 1530 hrs, Monday to Friday . The volume must be sizeable and the availability to travel to RAF Aldergove to refuel aircraft will be dependant on the activity at BFS International airport (on the main apron). Requirements on the main apron take priority and if we are unable to travel to RAF Aldergrove for whatever reason to refuel the aircraft, the aircraft will have to move to the main apron instead to be refuelled. For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"BFS","United Kingdom","JET ASSIST LIMITED-A/JET ASSIST LTD/","1","4.07091","**Perflight Fees are not included.  HOOK-UP FEE: 55.84289** **Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","1) Operating Hours: 24/7 Operation. 2) Ramps serviced: All ramps 3) Additional Information: U.K VAT is based on a scale, Up to 2300 Litres 5%, 2300 Litres and above 20% For more information please contact your local fuel logistics team on fuel24@wfscorp.com","02-Dec-25"
"BFS","United Kingdom","WOODGATE AVIATION NI LTD-A/WOODGATE AVIATION NI LTD/","1","3.72249","**Perflight Fees are not included.  HOOK-UP FEE: 79.77556** **Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","N/A","25-Nov-25"
"BHX","United Kingdom","SIGNATURE FLIGHT SUPPORT-A/SIGNATURE FLIGHT SUPPORT UK REGIONS LTD/","1","4.21969","**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","1) Operation hours: Monday to Friday: 0700-2200. Saturday & Sunday: 0700-1900. All times local. 2) Minimum Notice Required: At least 4 to 6 hours notice 3) Additional Information: VAT applies. Out of hours fees apply. Fees are subject to change without prior notice. Please be aware that VAT is based on a scale, Up to 2300 Litres 5%, 2300 Litres and above 20% For more information please contact your local fuel logistics team on fuel24@wfscorp.com","09-Dec-25"
"BHX","United Kingdom","WORLD FUEL SERVICES (GBP/CM)-A/WORLD FUEL SERVICES AVIATION LTD/TRUCK","1","3.12582","**Perflight Fees are not included.  HOOK UP FEE: 26.59185** **Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","*** Fuel is restricted until further notice - please contact fuel24 for more information *** 1) Minimum Notice Required: 24hrs preferable 2) Ramps serviced: North Terminal, South Terminal, Elmdon Apron 3) Additional Information: If applicable: No Fuel fees may apply. WFS unable to do Over-wing refuelling. Note for uplifts on the GA ramp: It takes 25 minutes to drive round and on return the driver is required to go through a security check point which can take anywhere from 30Minutes - 2hours to clear. Therefore during peak hours they may not be able to accommodate quick turns due to commercial activity. Please be aware that VAT is based on a scale, Up to 2300 Litres 5%, 2300 Litres and above 20% For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"BHX","United Kingdom","WORLD FUEL SERVICES (USD/USG)-A/WORLD FUEL SERVICES AVIATION LTD/TRUCK","1","3.14006","**Perflight Fees are not included.  HOOK UP FEE: 26.59185** **Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","*** Fuel is restricted until further notice - please contact fuel24 for more information *** 1) Minimum Notice Required: 24hrs preferable 2) Ramps serviced: North Terminal, South Terminal, Elmdon Apron 3) Additional Information: If applicable: No Fuel fees may apply. WFS unable to do Over-wing refuelling. Note for uplifts on the GA ramp: It takes 25 minutes to drive round and on return the driver is required to go through a security check point which can take anywhere from 30Minutes - 2hours to clear. Therefore during peak hours they may not be able to accommodate quick turns due to commercial activity. Please be aware that VAT is based on a scale, Up to 2300 Litres 5%, 2300 Litres and above 20% For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"BHX","United Kingdom","WORLD FUEL SERVICES (EUR/M3)-A/WORLD FUEL SERVICES AVIATION LTD/","1","3.14991","**Perflight Fees are not included.  HOOK UP FEE: 26.59185** **Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","*** Fuel is restricted until further notice - please contact fuel24 for more information *** 1) Minimum Notice Required: 24hrs preferable 2) Ramps serviced: North Terminal, South Terminal, Elmdon Apron 3) Additional Information: If applicable: No Fuel fees may apply. WFS unable to do Over-wing refuelling. Note for uplifts on the GA ramp: It takes 25 minutes to drive round and on return the driver is required to go through a security check point which can take anywhere from 30Minutes - 2hours to clear. Therefore during peak hours they may not be able to accommodate quick turns due to commercial activity. Please be aware that VAT is based on a scale, Up to 2300 Litres 5%, 2300 Litres and above 20% For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"BHX","United Kingdom","XLR EXECUTIVE JET CENTRES LTD-A/XLR EXECUTIVE JET CENTRES LTD/","1","3.22307","**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","1) Operating hours: 06:00L-22:00L. Can operate outside of these hours with request and prior notice of at least 48 hours. 2) Ramps serviced: All ramps. 3) Additional Information: Out of hours fees apply. Over-wing refuelling available. Please be aware that VAT is based on a scale, Up to 2300 Litres 5%, 2300 Litres and above 20% For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-Dec-25"
"BQH","United Kingdom","BIGGIN HILL EXECUTIVE HANDLING-A/BIGGIN HILL AIRPORT LTD/","1","4.82133","**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","1) Minimum Notice Required:Mon-Fri 0615-2245 (Last Fuel Request 15mins before Airport Closure) // Sat-Sun & Bank Holidays 0745-2145 (Last Fuel Request 15mins before Airport Closure) 2) Ramps serviced: Own ramp 3) Additional Information: Flights between 0630 and 0700 Local must meet ICAO Chapter 4 noise standards or be equivalent to or better Please be aware that VAT is based on a scale, Up to 2300 Litres 5%, 2300 Litres and above 20% Fees are subject to change without prior notice For more information please contact your local fuel logistics team on fuel24@wfscorp.com","01-Dec-25"
"BRS","United Kingdom","NORTH AIR (USD/USG)-A/WORLD FUEL SERVICES AVIATION LTD/","1","2.76413","**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","N/A","15-Dec-25"
"BRS","United Kingdom","CENTRELINE AV LTD TECH STOP-A/CENTRELINE AV LIMITED/","1","5.80934","**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","1) Operating Hours: MON-FRI 0600-1800, SAT-SUN 0630-1800 . 2) Ramps serviced: All. Please note, North Air CANNOT FUEL aircraft parked on Bristol Flying Services Ramp(Centreline ramp). 3) Additional Information: Fees apply. Fees subject to change without prior notice. Please be aware that VAT is based on a scale, Up to 2300 Litres 5%, 2300 Litres and above 20% For more information please contact your local fuel logistics team on fuel24@wfscorp.com","01-Dec-25"
"BRS","United Kingdom","CENTRELINE AV LTD TECH STOP-A/CENTRELINE AV LIMITED/","105.68","4.06805","**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","1) Operating Hours: MON-FRI 0600-1800, SAT-SUN 0630-1800 . 2) Ramps serviced: All. Please note, North Air CANNOT FUEL aircraft parked on Bristol Flying Services Ramp(Centreline ramp). 3) Additional Information: Fees apply. Fees subject to change without prior notice. Please be aware that VAT is based on a scale, Up to 2300 Litres 5%, 2300 Litres and above 20% For more information please contact your local fuel logistics team on fuel24@wfscorp.com","01-Dec-25"
"BRS","United Kingdom","CENTRELINE AV LTD ¿A/CENTRELINE AV LIMITED/","1","5.80934","**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","1) Operating Hours: MON-FRI 0600-1800, SAT-SUN 0630-1800 ** CALL OUT AVAILABLE ** . 2) Ramps serviced: All. Please note, North Air CANNOT FUEL aircraft parked on Bristol Flying Services Ramp(Centreline ramp). 3) Additional Information: Fees apply. Fees are subject to change without prior notice. Please be aware that VAT is based on a scale, Up to 2300 Litres 5%, 2300 Litres and above 20% For more information please contact your local fuel logistics team on fuel24@wfscorp.com","01-Dec-25"
"BRS","United Kingdom","CENTRELINE AV LTD ¿A/CENTRELINE AV LIMITED/","105.68","4.06805","**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","1) Operating Hours: MON-FRI 0600-1800, SAT-SUN 0630-1800 ** CALL OUT AVAILABLE ** . 2) Ramps serviced: All. Please note, North Air CANNOT FUEL aircraft parked on Bristol Flying Services Ramp(Centreline ramp). 3) Additional Information: Fees apply. Fees are subject to change without prior notice. Please be aware that VAT is based on a scale, Up to 2300 Litres 5%, 2300 Litres and above 20% For more information please contact your local fuel logistics team on fuel24@wfscorp.com","01-Dec-25"
