IATA,ICAO,ST/CO,CITY,FUELER,EFFECTIVE DATE,EXPIREDT,RESTRICTIONS,BASEFUEL,MIN GALLONS,MAX GALLONS,TOTAL PRICE,NOTES,Taxes Included
EBA,LIRJ,IT,ELBA ISLAND,ALATOSCANA S.P.A,11/6/2025,12/31/2025,Corporate,9.350194,1,999999,13.208875,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. CANNOT OFFER VAT FREE FUEL. SUBJECT TO CHANGE AT ANY TIME.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

PRIVATE FLIGHTS INCURE HIGHER PRICING. ",No
NAP,LIRN,IT,NAPLES,CARBOIL S.R.L.,12/1/2025,12/31/2025,Corporate,2.782048,1,99999,5.406601,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 100 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. 150 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR.  SAME PRICING FOR MILITARY SIDE. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. WORKING HOURS: 05:00 - 22:30. PRICE VALID AT SIGNATURE FLIGHT SUPPORT.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00 ",No
PSA,LIRP,IT,PISA,JETFUEL-PISA,12/1/2025,12/31/2025,Corporate,2.825805,1,99999,5.484968,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 10 EURO HOOKUP FEE. 50 EURO LOW UPLIFT FEE FOR < 500 LTRS. 100 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. 100 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU. WORKING HOURS: 06:00 - 23:00. *ABLE TO FUEL ON THE MILITARY APRON. PRICE VALID AT SIGNATURE FLIGHT SUPPORT.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.

8.00 EUR CUSTOMS OVERTIME FEE CHARGABLE AT THE FOLLOWING FUELLING TIME:
MONDAY-FRIDAY: 18.00-08.00 HRS
SATURDAY AND HALF DAY HOLIDAYS: 14.00-08.00 HRS
SUNDAY AND PUBLIC HOLIDAYS: 00.00-24.00 ",Yes
FLR,LIRQ,IT,FLORENCE,CARBOIL S.R.L.,12/1/2025,12/31/2025,Corporate,2.891440,1,99999,5.489346,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.For refueling below 1.000 liters where the into plane is Carboil, the flat rate is 50,00 €/OPS. 150 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. 150 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ",Yes
GRS,LIRS,IT,GROSETTO,NAUTILUS AVIATION,12/9/2025,12/15/2025,Corporate,2.922703,1,999999,6.757356,"EXTRA EU DEST: 100 EUR. NO FUEL FEE: 100 EUR. UPLIFT BELOW 500: 85 EUR. PERSONNEL OVERTIME: 150 EUR. CUSTOMERS OVERTIME: 100 EUR.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.


24hrs notice required
Hours 06:00 - 22:00 ",No
GRS,LIRS,IT,GROSETTO,NAUTILUS AVIATION SPA,12/9/2025,12/15/2025,Corporate,3.554107,264,26416935,7.538011,"ITALIAN VAT EXEMPTION CERTIFICATE MUST BE FILLED OUT TO EXEMPT VAT. 
24HR NOTICE REQUIRED. MOT APPLIES FOR NATIONAL/PRIVATE/NON COMMERCIAL FLIGHTS. 
173.02 EUR LOW UPLIFT FEE FOR < 500 LTRS. 
500 EURO NO SERVICE FEE PER EVENT. 
150 EURO OVERTIME CHARGE BETWEEN 22:00 AND 6:00. CANNOT FUEL ON MILITARY SIDE.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ",No
ROM,LIRU,IT,ROME,GHIGI AVIATION S.A.S,11/6/2025,11/20/2025,Corporate,4.536960,1,999999,7.336730,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.CANCELLATIONS MUST BE MADE AT LEAST 5 HOURS BEFORE THE SCHEDULED LANDING OR 50 EURO CANCELLATION FEE APPLIES. 10 EUR HOOK-UP FEE. 150 EUR OUT OF HOURS FEE WHEN APPLICABLE. UPLIFTS < 1000 LTRS INCUR 50 EUR LOW UPLIFT FEE.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.
Commercial/international flights.
AOC must be shown at the time of the uplift.
Excise duty will be applied to private/domestic/non-commercial flights. ",No
PEG,LIRZ,IT,PERUGIA,AIR BP ITALIA - GA,12/1/2025,12/31/2025,Corporate,3.881529,1,999999,6.643293,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. CANNOT OFFER VAT FREE FUEL. 10 EUR HOOK-UP FEE AIRPORT OPERATING HOURS: 0800 - 2000 LCL. 50 EUR NO UPLIFT FEE WHEN APPLICABLE. 13.5 EUR CUSTOMS OVERTIME APPLICABLE IF REFUELING EFFECTED OUT OF CUSTOMS OPERATIONAL HOURS. 180 EUR OUT OF HOURS FEE.50 EUR SMALL UPLIFT FEE LESS THAN 1000 LTS.MOT MAY APPLY TO SAN MARINO–REGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. ,No
LJU,LJLJ,SI,LJUBLJANA,PETROL D.D.,12/1/2025,12/31/2025,Corporate,3.299424,1,999999,6.561212,"AOC must be provided at prior to/at the time of fuelling to exempt taxes. Excise duty, CO2  Tax and VAT are applicable on private and domestic flights. No Fuel fee : 100 EUR/Lift

Low Uplift fee: 0-500 litres 54 EUR/Uplift

Low Uplift fee 500-1000 litres:27 EUR/Uplift

Out Of Hours No Fuel fee ( 11p.m – 5a.m) : 250 EUR/Lift  (Delivery had not been cancelled until 6p.m of the working day prior to the scheduled date of supply.) ",No
MBX,LJMB,SI,MARIBOR,PETROL D.D.,12/1/2025,12/31/2025,Corporate,3.413516,1,99999,6.533807,"AOC must be provided at prior to/at the time of fuelling to exempt taxes.
Excise duty, CO2  Tax and VAT are applicable on private and domestic flights. ",No
POW,LJPZ,SI,PORTOROZ,PETROL D.D.,12/1/2025,12/31/2025,Corporate,3.413516,1,999999,6.699083,"AOC must be provided at prior to/at the time of fuelling to exempt taxes.
Excise duty, CO2  Tax and VAT are applicable on private and domestic flights. ",No
JCL,LKCS,CZ,Ceske Budejovice,CESKE BUDEJOVICE,11/1/2025,12/31/2025,Corporate,CALL,1,999999,CALL,Private and domestic flights subject to excise tax. ,No
LKH,LKHK,CZ,Hradec Kralove,TWIN TRANS S.R.O,12/1/2025,12/15/2025,Corporate,6.390220,1,999999,9.927369, ,No
KLV,LKKV,CZ,KARLOVY,TOTAL CESKA,12/9/2025,12/15/2025,Corporate,3.612107,1,99999,6.565853,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. COMMERCIAL OPERATORS MAY BE EXEMPT TAX WITH PROPER DOCUMENTATION.Private and domestic flights subject to excise tax. ,Yes
OSR,LKMT,CZ,OSTRAVA,BALTIC GROUND SERVICES,12/9/2025,12/15/2025,Corporate,3.503141,1,99999,6.455309,*FUEL LIMIT AND SHORTAGE IN EFFECT. PLEASE SEND REQUESTS WITH MINIMUM 12 HOURS ADVANCE NOTICE AND UPLIFT AMOUNT FOR CONFIRMATION. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. COMMERCIAL OPERATORS MAY BE EXEMPT TAX WITH PROPER DOCUMENTATION.Private and domestic flights subject to excise tax. ,Yes
PED,LKPD,CZ,PARDUBICE,AIRPORT AUTHORITY,12/1/2025,12/15/2025,Corporate,3.934915,1,99999,6.956450,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND FLUCTUATES WITH DAILY EXCHANGE RATES. AIRPORT CLOSES ON MONDAY'S DURING WINTER MONTHS. OPERATING HOURS FOR OTHER DAYS: 0630Z-1830Z.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. Private and domestic flights subject to excise tax. ",Yes
PRG,LKPR,CZ,PRAGUE,CZECH AIRLINES HANDLING S.A.,12/9/2025,12/15/2025,Corporate,2.653848,1,99999,5.685112,"‘Uplifts less than 1000 liters: 60.000 USD/service. Zero Uplift fee: 60.00 USD/Service. Aircraft defueling fee at the apron: 300.00 USD/service. Aircraft defueling/refueling fee in the maintenance area: 650.000 USD/service. Product storage after defueling: 300.000 USD/Day, max product storage period after defueling: 5 Days. Refueling at GA apron: 60.00 USD net per service.
Private and domestic flights subject to excise tax. AOC DOCUMENT MUST BE PROVIDED AT THE TIME OF FUEL ORDER TO AVOID MOT CHARGES.
Opening hours: 24 h ",No
BRQ,LKTB,CZ,BRNO,SHELL CZECH REPUBLIC,12/9/2025,12/15/2025,Corporate,3.664815,1,999999,7.388723,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. $30 USD HOOKUP FEE. $30 USD SMALL UPLIFT FEE FOR < 1000 LTRS. 1000 CZK OVERWING FEE WHEN APPLICABLE. COMMERCIAL OPERATORS MAY BE EXEMPT TAX WITH PROPER DOCS. DEFUELLING FEE OF 15000 CZK PER EVENT. Private and domestic flights subject to excise tax. ,No
VOD,LKVO,CZ,PRAGUE,TWIN TRANS S.R.O,12/1/2025,12/15/2025,Corporate,6.430220,1,99999,9.975769,SUBJECT TO CHANGE AT ANY TIME.Private and domestic flights subject to excise tax. ,Yes
TLV,LLBG,IL,TEL AVIV,MERCURY ISRAEL - SONOL,12/1/2025,12/31/2025,Corporate,2.517650,1,99999,2.702930,24 HOUR ADVANCE NOTICE REQUIRED FOR WEEKDAY FUELINGS. WEEKEND AND HOLIDAY FUELINGS REQUIRE 48 HOUR ADVANCE NOTICE. $105 NO UPLIFT FEE WHEN WHEN CANCELLATION IS NOT WITHIN 24HRS. STORAGE FEE VALUE FLUCTUATES ON A MOTNHLY BASIS. $25 INTO-PLANE FIXED RATE FOR EVERY AIRCRAFT REFUELED. $125 NO UPLIFT FEE WHEN APPLICABLE. ,Yes
ETM,LLER,IL,EILAT,PAZ AVIATION SERVICES (VIA SONOL),12/1/2025,12/31/2025,Corporate,3.395440,1,99999,3.395440,48 HOUR NOTICE REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. ,Yes
HFA,LLHA,IL,HAIFA,PAZ AVIATION SERVICES (VIA SONOL),12/1/2025,12/31/2025,Corporate,3.395440,1,99999,3.395440,48 HOUR NOTICE REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. ,Yes
MLA,LMML,MT,VALLETTA,ENEMED CO LTD,12/1/2025,12/31/2025,Corporate,3.130657,1,99999,6.213144,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. DOMESTIC FLIGHTS INCUR DUTY TAX.
A SERVICE CHARGE OF 100 EUR WILL APPLY FOR UPLIFTS < 100 LITERS.18% VAT APPLIES TO PRIVATE FLIGHTS OUTSIDE THE EU
AOC CERTIFICATE MUST BE PROVIDED AT THE TIME OF ORDER TO EXEMPT EXCISE DUTY AND VAT.


FOR FLIGHTS WHICH DESTINATION IS WITHIN EU, AN AOC IS TO BE PROVIDED.

IF NO AOC IS PROVIDED, LOCAL CHARGES AND TAXES WILL BE PASSED THROUGH AS INCURRED BY AEG

 

FOR FLIGHTS WITH DESTINATION OUTSIDE EU, DUTY FEES ONLY ARE EXEMPTED.

FOR VAT EXEMPTION, AIRLINE MUST SHOW THE AOC TO PROVE THAT FLIGHT IS A COMMERCIAL AIRLINE OPERATOR FOR CONSIDERATION, PRIMARY FOR THE INTERNATIONAL CARRIAGE OF GOODS AND/OR PASSENGERS ",Yes
MLA,LMML,MT,VALLETTA,ENEMED CO LTD-PART 91,12/1/2025,12/31/2025,Corporate,3.130657,1,999999,6.213144,"PART 91 ONLY PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. DOMESTIC FLIGHTS INCUR DUTY TAX.
A SERVICE CHARGE OF 100 EUR WILL APPLY FOR UPLIFTS < 100 LITERS.18% VAT APPLIES TO PRIVATE FLIGHTS OUTSIDE THE EU
AOC CERTIFICATE MUST BE PROVIDED AT THE TIME OF ORDER TO EXEMPT EXCISE DUTY AND VAT.


FOR FLIGHTS WHICH DESTINATION IS WITHIN EU, AN AOC IS TO BE PROVIDED.

IF NO AOC IS PROVIDED, LOCAL CHARGES AND TAXES WILL BE PASSED THROUGH AS INCURRED BY AEG

 

FOR FLIGHTS WITH DESTINATION OUTSIDE EU, DUTY FEES ONLY ARE EXEMPTED.

FOR VAT EXEMPTION, AIRLINE MUST SHOW THE AOC TO PROVE THAT FLIGHT IS A COMMERCIAL AIRLINE OPERATOR FOR CONSIDERATION, PRIMARY FOR THE INTERNATIONAL CARRIAGE OF GOODS AND/OR PASSENGERS ",No
MCM,LNMC,MC,MONACO HELIPORT,DIRECTION AVIATION CIVILE HELIPORT,11/3/2025,11/30/2025,Corporate,10.216581,1,999999,10.216581,PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
GRZ,LOWG,AT,GRAZ,AIR BP AGENCY - GA,12/9/2025,12/15/2025,Corporate,5.300882,1,99999,9.506912,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 10EUR HOOKUP FEE. VOL < 60 LTS 15 EUR/LIFT. 150 EUR OUT OF HOURS CHARGE WHEN APPLICABLE. PRE-CLEARANCE REQ'D FOR INITIAL UPLIFTS THROUGH THIS SUPPLIER. GLOBAL PERMIT REGISTRATION MUST BE PROVIDED BEFORE FUELING FOR MOT EXEMPTION. NO FUEL FEE 100EUR/ UPLIFT. GA RAMP INCURS ADDITIONAL/DIFFERENT MINIMUM UPLIFT FEE, NO FUEL FEE, OUT OF HOURS FEE, 50 EUR/HR OVERTIME FEE WHEN APPLICABLE. 0.0771 EUR/LTR CO2 TAX APPLICABLE FOR FLIGHTS THAT GET CHARGED MOT AND WILL NOT BE CHARGED FOR COMMERCIAL FLIGHTS. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
INN,LOWI,AT,INNSBRUCK,AIR BP,12/9/2025,12/15/2025,Corporate,5.300882,1,99999,9.490985,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 10.41 USD HOOKUP FEE. VOL < 60 LTS 25 EUR/LIFT. 150 EUR OUT OF HOURS CHARGE WHEN APPLICABLE. GLOBAL PERMIT REGISTRATION MUST BE PROVIDED BEFORE FUELING FOR MOT EXEMPTION. GA RAMP INCURS ADDITIONAL/DIFFERENT MINIMUM UPLIFT FEE, 100 EUR NO FUEL FEE,150 EUR.HR OUT OF HOURS FEE, 50 OVERTIME FEE WHEN APPLICABLE. 0.0771 EUR/LTR CO2 TAX APPLICABLE FOR FLIGHTS THAT GET CHARGED MOT AND WILL NOT BE CHARGED FOR COMMERCIAL FLIGHTS.
We should add (for Germany, Switzerland, and Austria): IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
KLU,LOWK,AT,KLAGENFURT,OMV DOWNSTREAM GMBH,12/9/2025,12/15/2025,Corporate,3.238116,1,999999,6.855820,"60 EUR HOOKUP FEE.NO FUEL FEE 60 EUR/LIFT. GLOBAL PERMIT AND AOC  REQUIRED FOR MOT EXEMPTION.
IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
LNZ,LOWL,AT,LINZ,AFS Aviation Fuel Services GmbH,12/9/2025,12/15/2025,Corporate,3.277580,1,99999,6.855867,"60 EUR HOOKUP FEE. REFUELLINGS OUTSIDE OF STANDARD OPENING HOURS 350 EUR/LIFT. 20 EUR LOW VOLUME FEE FOR <300 LITERS. NO FUEL FEE 60 EUR/LIFT. 
GLOBAL PERMIT REGISTRATION AND AOC MUST BE PROVIDED BEFORE FUELING FOR MOT EXEMPTION. 0.0771 EUR/LTR CO2 TAX APPLICABLE FOR FLIGHTS THAT GET CHARGED MOT AND WILL NOT BE CHARGED FOR COMMERCIAL FLIGHTS
THERE WILL BE NO APPLICABLE ENERGY EFFICIENCY LAW (EEffG) FEE IN AUSTRIA FOR THE TIME BEING. THEREFORE, STARTING 01.01.2021, THIS FEE WILL NOT BE INVOICED, UNTILL FURTHER LEGAL PROVISIONS REGARDING EEffG  WILL BE IMPLEMENTED BY THE AUSTRIAN AUTHORITIES. WE WILL KEEP YOU INFORMED REGARDING FURTHER LEGAL CHANGES IN AUSTRIA REGARDING EEffG LAW.
IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY

Opening hours: 05:00 h – 22:00 h. For refuellings outside the standard program of operations there will be an additional charge of EUR 350 per refuelling. Application for refuelling outside opening time: at least 2 hours in advance. ",No
SZG,LOWS,AT,SALZBURG,SFC SALZBURG FUELING COMPANY GMBH,12/9/2025,12/15/2025,Corporate,2.819538,1,99999,6.433256,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 35 EUR SMALL UPLIFT CHARGE < 1000LTRS. GLOBAL PERMIT REGISTRATION AND AOC MUST BE PROVIDED BEFORE FUELING FOR MOT EXEMPTION. 60 EUR HOOK UP FEE. NO FUEL FEE 60 EUR/LIFT
NOZZLE FEE 35 EUR/LIFT. 0.0771 EUR/LTR CO2 TAX APPLICABLE FOR FLIGHTS THAT GET CHARGED MOT AND WILL NOT BE CHARGED FOR COMMERCIAL FLIGHTS
THERE WILL BE NO APPLICABLE ENERGY EFFICIENCY LAW (EEffG) FEE IN AUSTRIA FOR THE TIME BEING. THEREFORE, STARTING 01.01.2021, THIS FEE WILL NOT BE INVOICED, UNTILL FURTHER LEGAL PROVISIONS REGARDING EEffG  WILL BE IMPLEMENTED BY THE AUSTRIAN AUTHORITIES. WE WILL KEEP YOU INFORMED REGARDING FURTHER LEGAL CHANGES IN AUSTRIA REGARDING EEffG LAW.
IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
VIE,LOWW,AT,VIENNA,AIRCRAFT REFUELING COMPANY GMBH (ARC)  - GA,12/9/2025,12/15/2025,Corporate,2.762305,1,99999,6.344734,"GA APRON PARKING. 95 EURO HOOKUP FEE. 30 EURO NO FUEL FEE. 30 EUR LOW VOLUME FEE FOR <1000 LITERS. GLOBAL PERMIT REGISTRATION AND AOC MUST BE PROVIDED BEFORE FUELING FOR MOT EXEMPTION. 0.0771 EUR/LTR CO2 TAX APPLICABLE FOR FLIGHTS THAT GET CHARGED MOT AND WILL NOT BE CHARGED FOR COMMERCIAL FLIGHTS.
THERE WILL BE NO APPLICABLE ENERGY EFFICIENCY LAW (EEffG) FEE IN AUSTRIA FOR THE TIME BEING. THEREFORE, STARTING 01.01.2021, THIS FEE WILL NOT BE INVOICED, UNTILL FURTHER LEGAL PROVISIONS REGARDING EEffG  WILL BE IMPLEMENTED BY THE AUSTRIAN AUTHORITIES. WE WILL KEEP YOU INFORMED REGARDING FURTHER LEGAL CHANGES IN AUSTRIA REGARDING EEffG LAW.
IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY
Opening hours: 24 h ",No
SMA,LPAZ,PT,SANTA MARIA,PETROGAL/REPSOL,12/1/2025,12/31/2025,Corporate,3.684623,1,999999,5.893446,23 EURO HOOKUP FEE. COMMERCIAL A/C CAN BE EXEMPT VAT WITH PROPER DOCUMENTATION. ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. Opening hours 08H00 - 20H00 Overtime fee 110 EUR/uplift ,Yes
BYJ,LPBJ,PT,BEJA,PETROGAL,12/1/2025,12/31/2025,Corporate,2.822611,1,99999,6.281108,"48HR NOTICE REQUIRED. OPEN ONLY ON WORKING DAYS, FUEL REQUEST FOR NON-WORKING DAYS WITH 72 HOURS PRE NOTICE. CANNOT FUEL ON MILITARY SIDE. 23 EURO HOOKUP FEE.COMMERCIAL A/C CAN BE EXEMPT VAT WITH PROPER DOCUMENTATION. ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. 700 EURO FEE FOR OPERATION ON WEEKENDS AND HOLIDAYS. 110 EURO OVERTIME FEE OUTSIDE OF BUSINESS HOURS (0530L-0830L). ONLY ON CIVIL SIDE OF THE AIRPORT. OPENING HOURS: MON-FRI 08H30 – 17H30. NO FUEL PENALTY 700 EUR/OPERATION ",Yes
CAT,LPCS,PT,LISBON,AIR BP,12/1/2025,12/31/2025,Corporate,6.575225,1,99999,11.763234,17.95 EURO CUSTOMS CHARGE PER UPLIFT. 219.35 EURO OVERTIME FEE WHEN APPLICABLE. OPENING HOURS FROM DAWN - DUSK. AN ADDITIONAL EXCISE TAX OF 368.85 EUR/M3 APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. 32.8 EUR NO UPLIFT FEE. CUSTOMS OVERTIME FEE OF 34.45 EUR/UPLIFT MAY APPLY. ,No
FAO,LPFR,PT,FARO,AIR BP MAIN REFUELLER,12/9/2025,12/15/2025,Corporate,2.720743,1,99999,6.391474,"GENERAL AVIATION AND MILITARY FUELINGS. 38.08 GA EURO HOOKUP FEE. 396.23 EUR/M3 ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. 17.95 EUR/UPLIFT CUSTOMS SURCHARGE ADDITIONAL. 219.35 EURO OVERTIME FEE WHEN APPLICABLE. 98.4 EUR NO UPLIFT FEE. 27.68 EUR/CM OVERWING FEE AS APPLICABLE. IATA LEVEL III  
49.2 EUR/UPLIFT ",Yes
HOR,LPHR,PT,FAIAL ISLAND,PETROGAL/SAAGA,12/1/2025,12/31/2025,Corporate,3.684623,1,99999,5.893446,23 EURO HOOKUP FEE. COMMERCIAL A/C CAN BE EXEMPT VAT WITH PROPER DOCUMENTATION. ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING.  110 EURO OVERTIME FEE WHEN APPLICABLE. Opening hours 08H00 - 17H30-Overtime ,Yes
TER,LPLA,PT,TERCEIRA ISLAND,PETROGAL,12/1/2025,12/31/2025,Corporate,3.487717,1,99999,5.658436,23 EURO HOOKUP FEE. COMMERCIAL A/C CAN BE EXEMPT VAT WITH PROPER DOCUMENTATION. ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING.  Opening hours 07H00 - 23H00 Overtime fee 110 Eur/uplift ,Yes
FNC,LPMA,PT,MADEIRA ISLAND,PETROGAL/REPSOL,12/1/2025,12/31/2025,Corporate,3.080777,1,99999,5.935259,23 EURO HOOKUP FEE. COMMERCIAL A/C CAN BE EXEMPT VAT WITH PROPER DOCUMENTATION.ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. AIRPORT IS OPEN 24H. ,Yes
PDL,LPPD,PT,PONTA DELGADA,AIR BP MAIN REFUELLER,12/9/2025,12/15/2025,Corporate,2.884968,1,99999,5.020421,"GENERAL AVIATION AND MILITARY FUELINGS. 24.59 EUR GA HOOKUP FEE. 300 EUR/M3 ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. 17.95 EUR/UPLIFT CUSTOMS SURCHARGE ADDITIONAL. 219.35 EURO OVERTIME FEE WHEN APPLICABLE. 98.4 EUR NO UPLIFT FEE. 27.68 EUR/UPLIFT OVERWING FEE AS APPLICABLE. 49.2 EUR IATA LEVEL III FEE MAY APPLY. 0.015 EUR DEFUELLING FEE (VOLUME RATE), MINIMUM CHARGE OF 480 EUR. ANY ADDITIONAL COST FOR NON-ROUTINE DEFUELING MUST BE AGREED AT THE TIME OF THE REQUEST TO COVER THE ADDITIONAL LOGISTIC. ",No
PIX,LPPI,PT,AZORES,AIR BP,12/1/2025,12/31/2025,Corporate,7.143210,1,999999,8.406370,HOOK UP FEE 36.07 EUR/UPLIFT.25.09 EUR OVERWING FEE AS APPLICABLE. 90.31 NO UPLIFT FEE. ,No
PRM,LPPM,PT,PORTIMAO,AERO ALGARVE,11/1/2025,11/30/2025,Corporate,10.566637,1,999999,10.566637, ,No
OPO,LPPR,PT,PORTO,AIR BP MAIN REFUELLER,12/9/2025,12/15/2025,Corporate,2.703814,1,99999,6.370651,GENERAL AVIATION AND MILITARY FUELINGS. MINERAL OIL TAX 396.23 EUR/CM. 38.08 EUR/UPLIFT HOOKUP FEE-GA. 17.95 EUR/UPLIFT CUSTOMS SURCHARGE ADDITIONAL.90.31 EUR NO UPLIFT FEE. 25.09 EUR/UPLIFT OVERWING FEE AS APPLICABLE. 200.68 EUR/UPLIFT OVERTIME FEE  IS APPLICABLE OUTSIDE THE HOURS OF 08:00 TO 00:00. ,No
PXO,LPPS,PT,PORTO SANTO,PETROGAL/REPSOL,12/1/2025,12/31/2025,Corporate,3.640866,1,99999,6.618567,"23 EURO HOOKUP FEE. COMMERCIAL A/C CAN BE EXEMPT VAT WITH PROPER DOCUMENTATION. ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. Opening hours 09H00 - 19H00, Overtime 110 EUR/uplift. ",Yes
